# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
ReadAction.executionsCount,1706134667610000000,1706134727617000000,385
FlushQueue.queueSize90P,1706134667610000000,1706134727617000000,4
FlushQueue.waitingTimeMaxNs,1706134667610000000,1706134727617000000,1426063359
AWTEventQueue.dispatchTime90PNs,1706134667610000000,1706134727617000000,1794047
FlushQueue.waitingTimeAvgNs,1706134667610000000,1706134727617000000,5.428474885603113E7
FlushQueue.tasksExecuted,1706134667610000000,1706134727617000000,514
FlushQueue.executionTimeAvgNs,1706134667610000000,1706134727617000000,1.1833867019455252E7
AWTEventQueue.dispatchTimeMaxNs,1706134667610000000,1706134727617000000,721420287
FlushQueue.queueSizeAvg,1706134667610000000,1706134727617000000,1.3482490272373542
AWTEventQueue.eventsDispatched,1706134667610000000,1706134727617000000,4506
WriteAction.executionsCount,1706134667610000000,1706134727617000000,0
AWTEventQueue.dispatchTimeTotalNS,1706134667610000000,1706134727617000000,14801294686
AWTEventQueue.dispatchTimeAvgNs,1706134667610000000,1706134727617000000,3284852.5663559698
FlushQueue.queueSizeMax,1706134667610000000,1706134727617000000,17
FlushQueue.executionTimeMaxNs,1706134667610000000,1706134727617000000,1526726655
FlushQueue.executionTime90PNs,1706134667610000000,1706134727617000000,7700479
FlushQueue.waitingTime90PNs,1706134667610000000,1706134727617000000,141557759
workspaceModel.mutableEntityStorage.resolve.ms,1706134667610000000,1706134727617000000,0
jps.load.initial.state.ms,1706134667610000000,1706134727617000000,15
workspaceModel.mutableEntityStorage.modify.entity.ms,1706134667610000000,1706134727617000000,0
workspaceModel.global.apply.state.to.project.ms,1706134667610000000,1706134727617000000,0
jps.global.handle.changed.events.ms,1706134667610000000,1706134727617000000,0
jps.global.get.library.ms,1706134667610000000,1706134727617000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1706134667610000000,1706134727617000000,0
workspaceModel.save.cache.to.file.ms,1706134667610000000,1706134727617000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1706134667610000000,1706134727617000000,0
jps.global.get.libraries.ms,1706134667610000000,1706134727617000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1706134667610000000,1706134727617000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1706134667610000000,1706134727617000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1706134667610000000,1706134727617000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1706134667610000000,1706134727617000000,0
workspaceModel.load.cache.from.file.ms,1706134667610000000,1706134727617000000,0
jps.app.storage.content.writer.save.component.ms,1706134667610000000,1706134727617000000,0
jps.global.handle.before.change.events.ms,1706134667610000000,1706134727617000000,0
jps.library.entities.serializer.save.entities.ms,1706134667610000000,1706134727617000000,0
jps.global.initialize.library.bridges.after.loading.ms,1706134667610000000,1706134727617000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1706134667610000000,1706134727617000000,0
workspaceModel.global.updates.ms,1706134667610000000,1706134727617000000,0
workspaceModel.global.updates.count,1706134667610000000,1706134727617000000,0
workspaceModel.mutableEntityStorage.entities.ms,1706134667610000000,1706134727617000000,7
jps.global.initialize.library.bridges.ms,1706134667610000000,1706134727617000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1706134667610000000,1706134727617000000,0
jps.save.global.entities.ms,1706134667610000000,1706134727617000000,72
workspaceModel.load.cache.metadata.from.file.ms,1706134667610000000,1706134727617000000,0
jps.app.storage.content.reader.load.component.ms,1706134667610000000,1706134727617000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1706134667610000000,1706134727617000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1706134667610000000,1706134727617000000,0
workspaceModel.sync.entities.ms,1706134667610000000,1706134727617000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1706134667610000000,1706134727617000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1706134667610000000,1706134727617000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1706134667610000000,1706134727617000000,0
jps.library.entities.serializer.load.entities.ms,1706134667610000000,1706134727617000000,0
jps.global.get.library.by.name.ms,1706134667610000000,1706134727617000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1706134667610000000,1706134727617000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1706134667610000000,1706134727617000000,0
FilePageCache.uncachedFileAccess,1706134667610000000,1706134727617000000,112
FilePageCacheLockFree.housekeeperTurnsDone,1706134667610000000,1706134727617000000,120
MappedFileStorage.totalPagesMapped,1706134667610000000,1706134727617000000,6
FilePageCacheLockFree.totalPagesAllocated,1706134667610000000,1706134727617000000,2
DirectByteBufferAllocator.disposed,1706134667610000000,1706134727617000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1706134667610000000,1706134727617000000,0
StorageLockContext.competingThreads.max,1706134667610000000,1706134727617000000,0
FilePageCacheLockFree.totalBytesWritten,1706134667610000000,1706134727617000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1706134667610000000,1706134727617000000,0
StorageLockContext.competingThreads.avg,1706134667610000000,1706134727617000000,0.0
MappedFileStorage.totalTimeSpentOnMappingUs,1706134667610000000,1706134727617000000,472
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1706134667610000000,1706134727617000000,207650816
FilePageCacheLockFree.heapBytesInUse,1706134667610000000,1706134727617000000,0
StreamlinedBlobStorage.recordsDeleted,1706134667610000000,1706134727617000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1706134667610000000,1706134727617000000,0
MappedFileStorage.storages,1706134667610000000,1706134727617000000,6
FilePageCacheLockFree.totalPagesWriteMs,1706134667610000000,1706134727617000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1706134667610000000,1706134727617000000,0
StorageLockContext.competingThreads.90P,1706134667610000000,1706134727617000000,0
FilePageCache.disposedBuffers,1706134667610000000,1706134727617000000,3
FilePageCacheLockFree.housekeeperTimeSpentMs,1706134667610000000,1706134727617000000,530
FilePageCacheLockFree.totalBytesRequested,1706134667610000000,1706134727617000000,32768
FilePageCache.pageFastCacheHits,1706134667610000000,1706134727617000000,6847
FilePageCache.pageHits,1706134667610000000,1706134727617000000,0
StreamlinedBlobStorage.recordsAllocated,1706134667610000000,1706134727617000000,0
FilePageCacheLockFree.totalPagesWritten,1706134667610000000,1706134727617000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1706134667610000000,1706134727617000000,16384
FilePageCache.capacityInBytes,1706134667610000000,1706134727617000000,503316478
DirectByteBufferAllocator.hits,1706134667610000000,1706134727617000000,3
FilePageCache.pageLoads,1706134667610000000,1706134727617000000,203
FilePageCacheLockFree.totalClosedStoragesReclaimed,1706134667610000000,1706134727617000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1706134667610000000,1706134727617000000,51128
FilePageCache.pageLoadsAboveSizeThreshold,1706134667610000000,1706134727617000000,0
FilePageCacheLockFree.totalBytesRead,1706134667610000000,1706134727617000000,16
FilePageCacheLockFree.totalPagesReclaimed,1706134667610000000,1706134727617000000,0
DirectByteBufferAllocator.reclaimed,1706134667610000000,1706134727617000000,3
FilePageCache.totalPageDisposalsUs,1706134667610000000,1706134727617000000,1678
FilePageCacheLockFree.totalNativeBytesReclaimed,1706134667610000000,1706134727617000000,0
FilePageCache.maxRegisteredFiles,1706134667610000000,1706134727617000000,539
StreamlinedBlobStorage.recordsRelocated,1706134667610000000,1706134727617000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1706134667610000000,1706134727617000000,8
FilePageCache.totalPageLoadsUs,1706134667610000000,1706134727617000000,380532
MappedFileStorage.totalBytesMapped,1706134667610000000,1706134727617000000,98566144
FilePageCacheLockFree.totalPagesReadMs,1706134667610000000,1706134727617000000,6
FilePageCacheLockFree.nativeBytesInUse,1706134667610000000,1706134727617000000,16384
FilePageCache.maxCacheSizeInBytes,1706134667610000000,1706134727617000000,207634432
FilePageCacheLockFree.totalPagesRequested,1706134667610000000,1706134727617000000,4
FilePageCacheLockFree.totalPagesHandedOver,1706134667610000000,1706134727617000000,0
DirectByteBufferAllocator.misses,1706134667610000000,1706134727617000000,202
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1706134667610000000,1706134727617000000,0
FileNameCache.totalMisses,1706134667610000000,1706134727617000000,0
FileNameCache.queries,1706134667610000000,1706134727617000000,0
