# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleManagerBridge.load.module.ms,1706174206422000000,1706174212618000000,0
jps.storage.jps.conf.reader.load.component.ms,1706174206422000000,1706174212618000000,3
jps.library.entities.serializer.load.entities.ms,1706174206422000000,1706174212618000000,0
jps.artifact.entities.serializer.save.entities.ms,1706174206422000000,1706174212618000000,0
workspaceModel.load.cache.metadata.from.file.ms,1706174206422000000,1706174212618000000,51
workspaceModel.mutableEntityStorage.referrers.ms,1706174206422000000,1706174212618000000,0
workspaceModel.load.cache.from.file.ms,1706174206422000000,1706174212618000000,201
jps.module.iml.entities.serializer.save.entities.ms,1706174206422000000,1706174212618000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1706174206422000000,1706174212618000000,2
workspaceModel.mutableEntityStorage.add.diff.ms,1706174206422000000,1706174212618000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1706174206422000000,1706174212618000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1706174206422000000,1706174212618000000,0
jps.global.initialize.library.bridges.ms,1706174206422000000,1706174212618000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1706174206422000000,1706174212618000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1706174206422000000,1706174212618000000,1
workspaceModel.mutableEntityStorage.entities.ms,1706174206422000000,1706174212618000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1706174206422000000,1706174212618000000,43
workspaceModel.mutableEntityStorage.remove.entity.ms,1706174206422000000,1706174212618000000,0
jps.save.changed.project.entities.ms,1706174206422000000,1706174212618000000,1
jps.global.get.library.by.name.ms,1706174206422000000,1706174212618000000,0
workspaceModel.save.cache.to.file.ms,1706174206422000000,1706174212618000000,31
workspaceModel.moduleManagerBridge.newModule.ms,1706174206422000000,1706174212618000000,0
jps.project.serializers.save.ms,1706174206422000000,1706174212618000000,1
workspaceModel.global.updates.count,1706174206422000000,1706174212618000000,0
jps.app.storage.content.reader.load.component.ms,1706174206422000000,1706174212618000000,0
jps.load.initial.state.ms,1706174206422000000,1706174212618000000,6
jps.artifact.entities.serializer.load.entities.ms,1706174206422000000,1706174212618000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1706174206422000000,1706174212618000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1706174206422000000,1706174212618000000,0
jps.global.get.libraries.ms,1706174206422000000,1706174212618000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1706174206422000000,1706174212618000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1706174206422000000,1706174212618000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1706174206422000000,1706174212618000000,14
FilePageCacheLockFree.totalBytesRequested,1706174206422000000,1706174212618000000,57344
FilePageCacheLockFree.totalPagesWriteMs,1706174206422000000,1706174212618000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1706174206422000000,1706174212618000000,69
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1706174206422000000,1706174212618000000,41992192
FilePageCacheLockFree.nativeBytesInUse,1706174206422000000,1706174212618000000,0
FilePageCacheLockFree.totalPagesReclaimed,1706174206422000000,1706174212618000000,4
StorageLockContext.competingThreads.avg,1706174206422000000,1706174212618000000,0.36363636363636365
DirectByteBufferAllocator.reclaimed,1706174206422000000,1706174212618000000,49
FileChannelInterruptsRetryer.totalRetriedAttempts,1706174206422000000,1706174212618000000,0
FilePageCache.pageHits,1706174206422000000,1706174212618000000,0
DirectByteBufferAllocator.disposed,1706174206422000000,1706174212618000000,184
StorageLockContext.competingThreads.90P,1706174206422000000,1706174212618000000,0
FilePageCache.uncachedFileAccess,1706174206422000000,1706174212618000000,118
DirectByteBufferAllocator.hits,1706174206422000000,1706174212618000000,3
FilePageCacheLockFree.totalPagesWritten,1706174206422000000,1706174212618000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1706174206422000000,1706174212618000000,2
FilePageCache.pageLoads,1706174206422000000,1706174212618000000,229
FilePageCacheLockFree.heapBytesInUse,1706174206422000000,1706174212618000000,0
FilePageCache.pageFastCacheHits,1706174206422000000,1706174212618000000,4334
FilePageCacheLockFree.totalNativeBytesAllocated,1706174206422000000,1706174212618000000,32768
FilePageCacheLockFree.totalPagesRequested,1706174206422000000,1706174212618000000,7
FilePageCacheLockFree.totalPagesReadMs,1706174206422000000,1706174212618000000,10
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1706174206422000000,1706174212618000000,41992192
FilePageCacheLockFree.totalBytesRead,1706174206422000000,1706174212618000000,28708
FilePageCacheLockFree.totalPageAllocationsWaited,1706174206422000000,1706174212618000000,0
DirectByteBufferAllocator.misses,1706174206422000000,1706174212618000000,230
FilePageCacheLockFree.totalPagesHandedOver,1706174206422000000,1706174212618000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1706174206422000000,1706174212618000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1706174206422000000,1706174212618000000,0
StorageLockContext.competingThreads.max,1706174206422000000,1706174212618000000,4
FilePageCache.capacityInBytes,1706174206422000000,1706174212618000000,503316478
FilePageCacheLockFree.totalBytesWritten,1706174206422000000,1706174212618000000,0
FilePageCache.maxCacheSizeInBytes,1706174206422000000,1706174212618000000,234897408
FilePageCache.disposedBuffers,1706174206422000000,1706174212618000000,229
FilePageCacheLockFree.totalPagesAllocated,1706174206422000000,1706174212618000000,4
FilePageCacheLockFree.totalNativeBytesReclaimed,1706174206422000000,1706174212618000000,32768
FilePageCacheLockFree.housekeeperTurnsSkipped,1706174206422000000,1706174212618000000,5081
FilePageCacheLockFree.totalHeapBytesAllocated,1706174206422000000,1706174212618000000,0
FilePageCache.totalPageLoadsUs,1706174206422000000,1706174212618000000,372690
FilePageCache.totalPageDisposalsUs,1706174206422000000,1706174212618000000,1219
FilePageCacheLockFree.totalPagesRequestsMs,1706174206422000000,1706174212618000000,17
FilePageCache.maxRegisteredFiles,1706174206422000000,1706174212618000000,543
